replay_file,game_length_s,map_name,p1_race,p2_race,winner,p1_minerals_current_5min,p1_vespene_current_5min,p1_minerals_collection_rate_5min,p1_vespene_collection_rate_5min,p1_workers_active_5min,p1_army_supply_5min,p1_minerals_current_10min,p1_vespene_current_10min,p1_minerals_collection_rate_10min,p1_vespene_collection_rate_10min,p1_workers_active_10min,p1_army_supply_10min,p1_minerals_total,p1_vespene_total,p2_minerals_current_5min,p2_vespene_current_5min,p2_minerals_collection_rate_5min,p2_vespene_collection_rate_5min,p2_workers_active_5min,p2_army_supply_5min,p2_minerals_current_10min,p2_vespene_current_10min,p2_minerals_collection_rate_10min,p2_vespene_collection_rate_10min,p2_workers_active_10min,p2_army_supply_10min,p2_minerals_total,p2_vespene_total
Old Republic LE (42).SC2Replay,1390,Old Republic LE,Protoss,Zerg,1.0,95.0,62.0,1343.0,313.0,30.0,13.0,625.0,454.0,2659.0,1030.0,67.0,41.0,14375.25,3444.5,193.0,60.0,1455.0,67.0,28.0,11.5,627.0,220.0,2435.0,828.0,59.0,59.0,15565.25,2130.0
Old Republic LE (43).SC2Replay,1005,Old Republic LE,Protoss,Terran,1.0,140.0,72.0,1315.0,335.0,31.0,7.0,310.0,338.0,2687.0,627.0,64.0,44.0,13682.25,2705.25,69.0,221.0,1007.0,335.0,25.0,6.0,214.0,75.0,1987.0,470.0,42.0,56.0,11169.25,2677.0
Old Republic LE (44).SC2Replay,296,Old Republic LE,Protoss,Protoss,2.0,285.0,200.0,1091.0,335.0,31.0,9.0,285.0,200.0,1091.0,335.0,31.0,9.0,4258.25,955.25,150.0,196.0,923.0,335.0,23.0,8.0,150.0,196.0,923.0,335.0,23.0,8.0,4188.25,933.25
Old Republic LE (45).SC2Replay,1236,Old Republic LE,Zerg,Protoss,1.0,50.0,0.0,1399.0,0.0,27.0,15.5,611.0,496.0,2827.0,873.0,65.0,32.0,14263.25,1492.25,285.0,133.0,895.0,313.0,27.0,8.0,195.0,383.0,2687.0,627.0,65.0,35.0,13178.25,2884.25
Old Republic LE (46).SC2Replay,377,Old Republic LE,Protoss,Protoss,1.0,120.0,275.0,1007.0,358.0,24.0,8.0,425.0,369.0,979.0,313.0,24.0,16.0,5124.75,1140.75,0.0,14.0,1035.0,335.0,26.0,7.0,125.0,188.0,811.0,201.0,23.0,8.0,5628.75,787.75
Old Republic LE (47).SC2Replay,1,Old Republic LE,Protoss,Protoss,2.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Old Republic LE (48).SC2Replay,1282,Old Republic LE,Protoss,Terran,1.0,110.0,238.0,1343.0,335.0,30.0,6.0,240.0,173.0,2603.0,492.0,61.0,24.0,12541.25,2526.0,66.0,78.0,1203.0,179.0,24.0,12.0,220.0,249.0,2071.0,649.0,53.0,41.0,12814.25,2631.75
Old Republic LE (49).SC2Replay,379,Old Republic LE,Terran,Protoss,1.0,170.0,133.0,1119.0,335.0,26.0,13.0,185.0,77.0,2015.0,313.0,32.0,30.0,6587.75,1285.25,335.0,147.0,1259.0,291.0,32.0,6.0,90.0,174.0,1819.0,335.0,39.0,15.0,6776.75,1257.25
Old Republic LE (5).SC2Replay,325,Old Republic LE,Protoss,Protoss,2.0,75.0,130.0,1175.0,313.0,30.0,8.0,130.0,130.0,1007.0,223.0,31.0,10.0,4838.75,916.25,200.0,242.0,895.0,313.0,22.0,14.0,165.0,262.0,951.0,358.0,22.0,18.0,4558.75,1129.5
Old Republic LE (50).SC2Replay,885,Old Republic LE,Protoss,Protoss,2.0,205.0,86.0,1147.0,335.0,27.0,13.0,50.0,6.0,2743.0,470.0,60.0,58.0,13542.25,2812.0,195.0,146.0,1063.0,313.0,28.0,10.0,175.0,425.0,2715.0,515.0,57.0,46.0,13031.25,2845.25
Old Republic LE (51).SC2Replay,759,Old Republic LE,Protoss,Zerg,1.0,90.0,17.0,1399.0,335.0,34.0,14.0,345.0,248.0,2547.0,963.0,67.0,55.0,14753.25,3639.75,44.0,76.0,1623.0,67.0,28.0,17.0,169.0,30.0,2827.0,671.0,63.0,66.5,16321.25,1551.75
Old Republic LE (52).SC2Replay,543,Old Republic LE,Protoss,Terran,1.0,145.0,55.0,1427.0,358.0,33.0,5.0,30.0,147.0,2603.0,470.0,60.0,24.0,12863.75,2565.5,370.0,190.0,1147.0,335.0,26.0,9.0,173.0,311.0,2071.0,649.0,51.0,39.0,12618.75,2722.25
Old Republic LE (53).SC2Replay,149,Old Republic LE,Protoss,Protoss,1.0,130.0,120.0,839.0,291.0,22.0,1.0,130.0,120.0,839.0,291.0,22.0,1.0,1873.75,150.75,55.0,104.0,783.0,223.0,22.0,1.0,55.0,104.0,783.0,223.0,22.0,1.0,1859.75,133.75
Old Republic LE (54).SC2Replay,422,Old Republic LE,Protoss,Terran,2.0,270.0,143.0,1259.0,313.0,31.0,6.0,85.0,44.0,1399.0,313.0,33.0,22.0,7930.75,1563.75,15.0,87.0,839.0,313.0,22.0,16.0,30.0,42.0,1203.0,335.0,24.0,34.0,6243.75,1759.75
Old Republic LE (55).SC2Replay,921,Old Republic LE,Protoss,Terran,1.0,200.0,43.0,1427.0,313.0,34.0,6.0,660.0,296.0,2491.0,335.0,51.0,39.0,15453.25,2857.25,125.0,168.0,1147.0,313.0,26.0,15.0,256.0,481.0,2015.0,649.0,48.0,42.0,12968.25,2822.25
Old Republic LE (56).SC2Replay,2,Old Republic LE,Protoss,Protoss,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Old Republic LE (57).SC2Replay,220,Old Republic LE,Protoss,Protoss,1.0,40.0,68.0,895.0,313.0,23.0,8.0,40.0,68.0,895.0,313.0,23.0,8.0,3034.25,614.25,205.0,160.0,895.0,335.0,26.0,7.0,205.0,160.0,895.0,335.0,26.0,7.0,3216.25,608.75
Old Republic LE (6).SC2Replay,524,Old Republic LE,Protoss,Terran,1.0,50.0,68.0,1259.0,335.0,32.0,8.0,415.0,139.0,2575.0,537.0,61.0,32.0,12031.25,2403.25,335.0,151.0,1091.0,313.0,25.0,6.0,135.0,9.0,2099.0,492.0,41.0,36.0,10078.25,2044.0
Old Republic LE (7).SC2Replay,328,Old Republic LE,Protoss,Protoss,1.0,153.0,121.0,1063.0,291.0,27.0,10.0,178.0,191.0,1035.0,313.0,27.0,12.0,4901.75,1084.75,415.0,326.0,923.0,313.0,23.0,12.0,260.0,246.0,951.0,358.0,23.0,18.0,4684.75,1061.5
Old Republic LE (8).SC2Replay,633,Old Republic LE,Protoss,Protoss,1.0,163.0,150.0,979.0,335.0,28.0,11.0,663.0,362.0,2715.0,515.0,60.0,36.0,13801.25,2924.25,155.0,38.0,1035.0,335.0,29.0,9.0,590.0,535.0,2519.0,246.0,48.0,35.0,12198.25,2464.0
Old Republic LE (9).SC2Replay,957,Old Republic LE,Protoss,Protoss,2.0,155.0,128.0,923.0,313.0,26.0,11.0,160.0,367.0,1175.0,313.0,32.0,34.0,9398.25,2457.75,348.0,171.0,1091.0,313.0,29.0,9.0,123.0,64.0,1819.0,179.0,34.0,37.0,10245.25,2179.75
Old Republic LE.SC2Replay,486,Old Republic LE,Protoss,Zerg,1.0,230.0,122.0,1371.0,291.0,31.0,10.0,245.0,544.0,2295.0,649.0,56.0,27.0,10575.75,2319.75,393.0,136.0,1315.0,156.0,28.0,8.5,23.0,386.0,1063.0,335.0,28.0,19.0,7929.75,1377.75
Ruby Rock LE (10).SC2Replay,684,Ruby Rock LE,Protoss,Protoss,2.0,130.0,384.0,923.0,335.0,26.0,9.0,240.0,273.0,1959.0,470.0,49.0,31.0,11848.25,2676.5,175.0,142.0,895.0,313.0,26.0,11.0,445.0,515.0,2547.0,470.0,56.0,32.0,12121.25,2833.0
Ruby Rock LE (11).SC2Replay,0,Ruby Rock LE,Zerg,Protoss,,,,,,,,,,,,,,,,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,,
Ruby Rock LE (12).SC2Replay,519,Ruby Rock LE,Protoss,Protoss,2.0,315.0,208.0,1119.0,335.0,31.0,9.0,310.0,453.0,2491.0,470.0,55.0,25.0,11338.25,2497.5,205.0,58.0,1119.0,313.0,30.0,9.0,605.0,209.0,1651.0,89.0,54.0,22.0,11156.25,2202.25
Ruby Rock LE (13).SC2Replay,767,Ruby Rock LE,Protoss,Protoss,2.0,90.0,34.0,1007.0,335.0,29.0,9.0,240.0,522.0,2519.0,380.0,57.0,32.0,12870.25,2676.5,360.0,204.0,1035.0,313.0,30.0,9.0,335.0,405.0,2771.0,470.0,60.0,43.0,13745.25,2866.5
Ruby Rock LE (14).SC2Replay,914,Ruby Rock LE,Zerg,Protoss,2.0,156.0,0.0,1315.0,0.0,25.0,11.0,831.0,466.0,2407.0,716.0,57.0,31.0,14088.25,1128.5,215.0,91.0,923.0,335.0,25.0,6.0,375.0,412.0,2603.0,649.0,62.0,23.0,12415.25,2631.25
Ruby Rock LE (15).SC2Replay,807,Ruby Rock LE,Protoss,Zerg,2.0,400.0,167.0,1483.0,313.0,34.0,10.0,465.0,581.0,2883.0,963.0,68.0,40.0,14907.25,3752.75,259.0,0.0,1091.0,0.0,29.0,9.0,114.0,11.0,2519.0,694.0,60.0,68.5,15390.25,1492.0
Ruby Rock LE (16).SC2Replay,785,Ruby Rock LE,Protoss,Zerg,2.0,95.0,17.0,1511.0,313.0,34.0,12.0,390.0,644.0,2715.0,985.0,70.0,45.0,15271.25,3813.75,248.0,0.0,1707.0,0.0,32.0,10.0,403.0,585.0,2771.0,963.0,66.0,69.5,16559.25,2601.75
Ruby Rock LE (17).SC2Replay,531,Ruby Rock LE,Zerg,Protoss,2.0,224.0,4.0,1315.0,0.0,29.0,10.0,83.0,17.0,2715.0,963.0,66.0,40.0,13144.25,1313.75,230.0,163.0,1343.0,313.0,33.0,10.0,425.0,417.0,2715.0,671.0,63.0,26.0,12416.25,2851.25
Ruby Rock LE (18).SC2Replay,1235,Ruby Rock LE,Protoss,Zerg,1.0,105.0,4.0,1455.0,335.0,34.0,9.0,685.0,501.0,2715.0,963.0,68.0,33.0,14557.25,3594.75,320.0,0.0,1427.0,0.0,28.0,12.0,220.0,177.0,2939.0,940.0,69.0,75.0,16657.25,2773.5
Ruby Rock LE (19).SC2Replay,241,Ruby Rock LE,Zerg,Protoss,2.0,59.0,0.0,1371.0,0.0,27.0,9.5,59.0,0.0,1371.0,0.0,27.0,9.5,4132.75,0.0,280.0,60.0,1231.0,313.0,30.0,8.0,280.0,60.0,1231.0,313.0,30.0,8.0,3775.75,592.25
Ruby Rock LE (2).SC2Replay,565,Ruby Rock LE,Protoss,Zerg,1.0,355.0,85.0,1035.0,335.0,25.0,6.0,275.0,492.0,2491.0,627.0,58.0,26.0,11029.75,2402.75,480.0,132.0,1259.0,179.0,31.0,7.5,660.0,356.0,1735.0,179.0,39.0,26.0,11414.75,892.25
Ruby Rock LE (20).SC2Replay,708,Ruby Rock LE,Protoss,Protoss,2.0,365.0,200.0,923.0,313.0,29.0,9.0,585.0,135.0,1959.0,358.0,54.0,32.0,12926.25,2974.5,280.0,226.0,979.0,313.0,27.0,9.0,815.0,161.0,1763.0,492.0,42.0,32.0,12415.25,2895.5
Ruby Rock LE (21).SC2Replay,188,Ruby Rock LE,Protoss,Zerg,2.0,120.0,127.0,951.0,156.0,23.0,2.0,120.0,127.0,951.0,156.0,23.0,2.0,2796.75,194.5,145.0,4.0,55.0,0.0,14.0,7.5,145.0,4.0,55.0,0.0,14.0,7.5,1592.75,122.5
Ruby Rock LE (22).SC2Replay,189,Ruby Rock LE,Protoss,Protoss,1.0,285.0,0.0,867.0,0.0,19.0,0.0,285.0,0.0,867.0,0.0,19.0,0.0,2747.75,0.0,110.0,0.0,27.0,0.0,15.0,3.0,110.0,0.0,27.0,0.0,15.0,3.0,1739.75,0.0
Ruby Rock LE (23).SC2Replay,1476,Ruby Rock LE,Terran,Protoss,1.0,235.0,60.0,1119.0,313.0,25.0,13.0,128.0,262.0,2183.0,604.0,52.0,50.0,12828.25,2867.5,65.0,72.0,1399.0,358.0,32.0,8.0,190.0,381.0,2519.0,649.0,62.0,34.0,13346.25,2744.75
Ruby Rock LE (24).SC2Replay,586,Ruby Rock LE,Protoss,Terran,1.0,35.0,56.0,1343.0,313.0,31.0,8.0,190.0,286.0,2827.0,671.0,66.0,37.0,14333.25,2817.75,170.0,38.0,1259.0,268.0,26.0,13.0,90.0,138.0,2323.0,559.0,53.0,37.0,13829.25,2497.75
Ruby Rock LE (25).SC2Replay,965,Ruby Rock LE,Protoss,Terran,1.0,70.0,51.0,923.0,179.0,23.0,15.0,350.0,64.0,1483.0,447.0,48.0,22.0,10889.25,1877.25,42.0,52.0,979.0,156.0,21.0,12.0,73.0,78.0,1931.0,335.0,43.0,35.0,10623.25,1892.25
Ruby Rock LE (26).SC2Replay,695,Ruby Rock LE,Zerg,Protoss,1.0,224.0,4.0,1455.0,0.0,29.0,15.0,596.0,226.0,2295.0,335.0,45.0,39.0,14802.25,920.25,235.0,163.0,1427.0,335.0,33.0,11.0,550.0,143.0,2071.0,582.0,55.0,32.0,13444.25,2839.0
Ruby Rock LE (27).SC2Replay,362,Ruby Rock LE,Protoss,Protoss,2.0,55.0,228.0,895.0,313.0,24.0,10.0,250.0,230.0,1091.0,335.0,28.0,12.0,5460.75,1313.25,330.0,218.0,979.0,335.0,27.0,10.0,70.0,366.0,1007.0,313.0,27.0,22.0,5789.75,1385.75
Ruby Rock LE (28).SC2Replay,284,Ruby Rock LE,Zerg,Protoss,2.0,199.0,8.0,1007.0,0.0,26.0,11.0,199.0,8.0,1007.0,0.0,26.0,11.0,4573.25,145.0,205.0,167.0,1399.0,313.0,33.0,9.0,205.0,167.0,1399.0,313.0,33.0,9.0,4503.25,748.25
Ruby Rock LE (29).SC2Replay,729,Ruby Rock LE,Protoss,Protoss,1.0,215.0,146.0,923.0,313.0,25.0,11.0,70.0,415.0,2519.0,470.0,57.0,42.0,12128.25,2812.5,115.0,200.0,1063.0,335.0,29.0,12.0,145.0,240.0,2407.0,492.0,58.0,42.0,12156.25,2940.0
Ruby Rock LE (3).SC2Replay,15,Ruby Rock LE,Protoss,Zerg,1.0,65.0,0.0,643.0,0.0,13.0,1.0,65.0,0.0,643.0,0.0,13.0,1.0,160.75,0.0,165.0,0.0,615.0,0.0,12.0,0.0,165.0,0.0,615.0,0.0,12.0,0.0,153.75,0.0
Ruby Rock LE (30).SC2Replay,303,Ruby Rock LE,Protoss,Protoss,1.0,230.0,238.0,923.0,313.0,23.0,14.0,90.0,208.0,867.0,313.0,23.0,20.0,4691.75,1095.75,155.0,238.0,1175.0,313.0,29.0,8.0,155.0,124.0,1203.0,425.0,31.0,14.0,4985.75,955.75
Ruby Rock LE (31).SC2Replay,625,Ruby Rock LE,Protoss,Terran,1.0,155.0,104.0,1231.0,313.0,31.0,8.0,135.0,187.0,2323.0,515.0,55.0,21.0,11841.25,2207.25,394.0,182.0,1091.0,313.0,25.0,11.0,179.0,67.0,2043.0,313.0,39.0,31.0,10371.25,2614.75
Ruby Rock LE (32).SC2Replay,571,Ruby Rock LE,Protoss,Zerg,2.0,235.0,142.0,1483.0,335.0,33.0,13.0,440.0,163.0,2743.0,940.0,68.0,40.0,15026.25,3501.0,49.0,164.0,1175.0,156.0,25.0,18.0,561.0,346.0,2631.0,627.0,59.0,47.5,14480.25,2011.75
Ruby Rock LE (33).SC2Replay,176,Ruby Rock LE,Zerg,Protoss,2.0,45.0,4.0,111.0,0.0,14.0,7.0,45.0,4.0,111.0,0.0,14.0,7.0,1355.25,145.0,280.0,104.0,979.0,179.0,22.0,4.0,280.0,104.0,979.0,179.0,22.0,4.0,2384.25,122.25
Ruby Rock LE (34).SC2Replay,423,Ruby Rock LE,Terran,Protoss,1.0,40.0,67.0,1035.0,335.0,23.0,16.0,245.0,79.0,447.0,179.0,23.0,41.0,6684.75,1653.25,45.0,123.0,1455.0,335.0,33.0,8.0,485.0,119.0,1763.0,403.0,43.0,22.0,8987.75,1597.25
Ruby Rock LE (35).SC2Replay,414,Ruby Rock LE,Protoss,Terran,1.0,105.0,162.0,951.0,313.0,26.0,14.0,720.0,126.0,1063.0,313.0,27.0,23.0,6237.25,1486.75,65.0,38.0,1091.0,156.0,22.0,13.0,235.0,74.0,951.0,179.0,17.0,9.0,5425.25,870.75
Ruby Rock LE (36).SC2Replay,873,Ruby Rock LE,Terran,Protoss,2.0,145.0,191.0,1231.0,313.0,26.0,8.0,45.0,76.0,1931.0,470.0,47.0,71.0,12849.25,2823.5,125.0,51.0,1483.0,335.0,33.0,8.0,395.0,400.0,2659.0,627.0,61.0,64.0,15159.25,3141.75
Ruby Rock LE (37).SC2Replay,796,Ruby Rock LE,Protoss,Terran,1.0,245.0,39.0,1567.0,313.0,34.0,8.0,305.0,399.0,2743.0,649.0,64.0,48.0,14914.25,2980.25,205.0,67.0,1371.0,335.0,27.0,10.0,330.0,126.0,2323.0,649.0,50.0,49.0,14249.25,2833.25
Ruby Rock LE (38).SC2Replay,1115,Ruby Rock LE,Terran,Protoss,1.0,50.0,86.0,1203.0,358.0,26.0,14.0,158.0,69.0,1987.0,649.0,45.0,41.0,12415.25,2789.25,130.0,147.0,1231.0,313.0,31.0,8.0,235.0,86.0,2435.0,515.0,56.0,39.0,13437.25,2766.75
Ruby Rock LE (39).SC2Replay,507,Ruby Rock LE,Protoss,Terran,1.0,380.0,143.0,1399.0,313.0,34.0,6.0,400.0,98.0,2071.0,335.0,46.0,21.0,11093.75,2128.75,135.0,0.0,1399.0,156.0,25.0,10.0,525.0,158.0,1259.0,156.0,26.0,25.0,10092.75,1099.0
Ruby Rock LE (4).SC2Replay,2,Ruby Rock LE,Zerg,Protoss,2.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Ruby Rock LE (40).SC2Replay,403,Ruby Rock LE,Zerg,Protoss,2.0,315.0,92.0,839.0,67.0,26.0,9.0,135.0,44.0,1931.0,44.0,42.0,21.5,7658.25,323.5,325.0,17.0,1455.0,313.0,33.0,11.0,205.0,205.0,1903.0,447.0,46.0,14.0,8141.25,1452.25
Ruby Rock LE (41).SC2Replay,217,Ruby Rock LE,Terran,Protoss,1.0,60.0,102.0,1203.0,291.0,23.0,5.0,60.0,102.0,1203.0,291.0,23.0,5.0,3209.25,620.75,30.0,119.0,979.0,335.0,24.0,6.0,30.0,119.0,979.0,335.0,24.0,6.0,3307.25,440.25
Ruby Rock LE (42).SC2Replay,327,Ruby Rock LE,Protoss,Protoss,1.0,130.0,82.0,951.0,335.0,24.0,7.0,115.0,94.0,951.0,313.0,24.0,9.0,4740.75,1195.25,158.0,301.0,1007.0,313.0,27.0,9.0,223.0,217.0,1007.0,313.0,29.0,13.0,4866.75,1117.25
Ruby Rock LE (43).SC2Replay,498,Ruby Rock LE,Protoss,Protoss,1.0,105.0,0.0,531.0,0.0,19.0,6.0,195.0,60.0,923.0,358.0,25.0,11.0,4618.75,614.5,288.0,0.0,811.0,0.0,16.0,2.0,98.0,114.0,671.0,291.0,20.0,5.0,6179.75,485.75
Ruby Rock LE (44).SC2Replay,639,Ruby Rock LE,Protoss,Protoss,1.0,270.0,400.0,1063.0,335.0,29.0,5.0,875.0,265.0,1847.0,470.0,41.0,46.0,12576.25,2923.0,230.0,150.0,1063.0,335.0,27.0,11.0,410.0,239.0,1119.0,246.0,33.0,42.0,11904.25,2688.0
Ruby Rock LE (45).SC2Replay,335,Ruby Rock LE,Protoss,Protoss,1.0,315.0,246.0,1035.0,313.0,28.0,7.0,15.0,78.0,1455.0,313.0,33.0,21.0,5426.25,1274.25,195.0,42.0,1063.0,313.0,30.0,9.0,210.0,124.0,1623.0,313.0,38.0,15.0,5622.25,1251.25
Ruby Rock LE (46).SC2Replay,568,Ruby Rock LE,Protoss,Protoss,1.0,125.0,138.0,979.0,313.0,28.0,11.0,370.0,146.0,1959.0,470.0,54.0,22.0,11694.75,2633.0,200.0,180.0,951.0,313.0,26.0,8.0,235.0,507.0,1819.0,492.0,46.0,18.0,10693.75,2504.5
Ruby Rock LE (47).SC2Replay,1,Ruby Rock LE,Protoss,Protoss,1.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Ruby Rock LE (48).SC2Replay,631,Ruby Rock LE,Zerg,Protoss,2.0,550.0,96.0,1343.0,111.0,25.0,11.0,1107.0,952.0,2547.0,851.0,62.0,34.5,14361.25,1922.25,265.0,167.0,1343.0,335.0,32.0,10.0,370.0,141.0,2883.0,895.0,70.0,38.0,14921.25,3590.25
Ruby Rock LE (49).SC2Replay,205,Ruby Rock LE,Protoss,Zerg,2.0,50.0,179.0,979.0,201.0,22.0,2.0,50.0,179.0,979.0,201.0,22.0,2.0,2705.75,261.75,54.0,0.0,251.0,0.0,16.0,11.0,54.0,0.0,251.0,0.0,16.0,11.0,1893.75,0.0
Ruby Rock LE (5).SC2Replay,562,Ruby Rock LE,Protoss,Terran,1.0,95.0,76.0,1399.0,358.0,33.0,8.0,630.0,606.0,2631.0,582.0,61.0,45.0,13486.75,2717.0,90.0,94.0,1091.0,313.0,26.0,10.0,325.0,296.0,1875.0,559.0,41.0,46.0,11085.75,2846.25
Ruby Rock LE (50).SC2Replay,864,Ruby Rock LE,Protoss,Zerg,1.0,275.0,150.0,1315.0,313.0,33.0,11.0,735.0,312.0,2743.0,671.0,66.0,34.0,14788.25,3130.75,349.0,4.0,1651.0,0.0,32.0,15.0,644.0,668.0,2939.0,828.0,68.0,40.0,16615.25,1379.5
Ruby Rock LE (51).SC2Replay,724,Ruby Rock LE,Protoss,Protoss,2.0,225.0,216.0,1035.0,313.0,31.0,9.0,105.0,192.0,2687.0,470.0,60.0,44.0,13570.25,2879.0,300.0,196.0,1147.0,313.0,31.0,9.0,340.0,359.0,2743.0,492.0,62.0,45.0,14284.25,3040.5
Ruby Rock LE (52).SC2Replay,392,Ruby Rock LE,Protoss,Protoss,1.0,305.0,72.0,1007.0,313.0,27.0,12.0,75.0,136.0,1063.0,313.0,28.0,22.0,6181.25,1564.75,65.0,44.0,783.0,335.0,22.0,16.0,280.0,208.0,867.0,313.0,24.0,14.0,5740.25,1519.25
Ruby Rock LE (53).SC2Replay,745,Ruby Rock LE,Protoss,Terran,1.0,240.0,47.0,1455.0,313.0,33.0,8.0,365.0,143.0,2659.0,515.0,60.0,48.0,14599.25,2957.25,245.0,159.0,1427.0,335.0,27.0,12.0,102.0,153.0,1707.0,627.0,52.0,71.0,13969.25,2985.25
Ruby Rock LE (54).SC2Replay,379,Ruby Rock LE,Protoss,Protoss,1.0,350.0,204.0,979.0,313.0,25.0,11.0,240.0,102.0,1231.0,335.0,29.0,20.0,5831.75,1402.75,145.0,230.0,951.0,313.0,25.0,14.0,145.0,332.0,951.0,358.0,25.0,24.0,5733.75,1386.0
Ruby Rock LE (55).SC2Replay,629,Ruby Rock LE,Protoss,Protoss,1.0,265.0,196.0,1175.0,335.0,31.0,9.0,285.0,79.0,1175.0,358.0,44.0,45.0,12366.25,2873.0,40.0,312.0,923.0,335.0,27.0,9.0,590.0,562.0,1455.0,179.0,27.0,38.0,11274.25,2648.25
Ruby Rock LE (56).SC2Replay,1689,Ruby Rock LE,Terran,Protoss,1.0,275.0,300.0,1231.0,313.0,26.0,5.0,180.0,418.0,1455.0,671.0,42.0,45.0,12310.25,2839.75,195.0,138.0,1119.0,313.0,30.0,6.0,5.0,372.0,2715.0,470.0,64.0,45.0,13661.25,2689.5
Ruby Rock LE (57).SC2Replay,818,Ruby Rock LE,Protoss,Protoss,2.0,110.0,112.0,1035.0,313.0,30.0,9.0,75.0,102.0,1987.0,291.0,47.0,42.0,12345.25,2531.25,235.0,188.0,979.0,313.0,28.0,9.0,220.0,394.0,1847.0,515.0,51.0,32.0,12226.25,2924.25
Ruby Rock LE (58).SC2Replay,506,Ruby Rock LE,Protoss,Terran,2.0,45.0,47.0,1371.0,313.0,32.0,8.0,455.0,475.0,2491.0,537.0,59.0,21.0,11254.75,2202.25,135.0,42.0,1511.0,156.0,27.0,10.0,75.0,174.0,1819.0,649.0,52.0,38.0,11254.75,1949.75
Ruby Rock LE (59).SC2Replay,714,Ruby Rock LE,Terran,Protoss,1.0,265.0,191.0,1539.0,335.0,27.0,10.0,255.0,111.0,2575.0,604.0,53.0,42.0,14522.25,2710.5,230.0,43.0,1399.0,335.0,32.0,6.0,165.0,313.0,2211.0,470.0,56.0,37.0,13479.25,2845.0
Ruby Rock LE (6).SC2Replay,894,Ruby Rock LE,Protoss,Zerg,1.0,380.0,155.0,1399.0,335.0,33.0,11.0,535.0,628.0,2239.0,627.0,60.0,41.0,13668.25,3612.25,60.0,116.0,1063.0,44.0,27.0,8.5,840.0,31.0,2407.0,335.0,53.0,51.0,13696.25,1098.25
Ruby Rock LE (60).SC2Replay,681,Ruby Rock LE,Zerg,Protoss,2.0,120.0,59.0,811.0,156.0,18.0,25.0,85.0,459.0,1651.0,156.0,48.0,29.5,11463.25,1512.5,105.0,14.0,1007.0,335.0,24.0,7.0,463.0,370.0,1875.0,649.0,47.0,23.0,11211.25,2082.75
Ruby Rock LE (61).SC2Replay,549,Ruby Rock LE,Zerg,Protoss,2.0,116.0,56.0,839.0,156.0,19.0,9.0,93.0,44.0,1315.0,156.0,34.0,17.0,7977.75,585.5,85.0,77.0,951.0,134.0,23.0,11.0,415.0,110.0,1959.0,313.0,45.0,26.0,9832.75,1596.75
Ruby Rock LE (62).SC2Replay,631,Ruby Rock LE,Zerg,Protoss,2.0,74.0,72.0,1427.0,44.0,28.0,15.5,1054.0,245.0,2463.0,492.0,62.0,67.0,16132.25,1854.5,140.0,25.0,1455.0,313.0,33.0,12.0,585.0,468.0,2743.0,940.0,68.0,44.0,15096.25,3523.5
Ruby Rock LE (7).SC2Replay,211,Ruby Rock LE,Protoss,Protoss,1.0,345.0,40.0,811.0,223.0,23.0,3.0,345.0,40.0,811.0,223.0,23.0,3.0,2327.25,55.75,198.0,0.0,867.0,0.0,19.0,1.0,198.0,0.0,867.0,0.0,19.0,1.0,3069.25,0.0
Ruby Rock LE (8).SC2Replay,322,Ruby Rock LE,Protoss,Terran,1.0,185.0,76.0,1371.0,335.0,30.0,10.0,315.0,192.0,1343.0,313.0,33.0,9.0,5300.75,948.75,40.0,184.0,335.0,313.0,22.0,17.0,200.0,256.0,755.0,179.0,22.0,18.0,3809.75,1195.25
Ruby Rock LE (9).SC2Replay,70,Ruby Rock LE,Protoss,Zerg,2.0,210.0,0.0,923.0,0.0,17.0,1.0,210.0,0.0,923.0,0.0,17.0,1.0,999.75,0.0,120.0,0.0,867.0,0.0,16.0,2.0,120.0,0.0,867.0,0.0,16.0,2.0,999.75,0.0
Ruby Rock LE.SC2Replay,347,Ruby Rock LE,Protoss,Protoss,1.0,50.0,84.0,951.0,313.0,27.0,12.0,185.0,141.0,1063.0,313.0,30.0,19.0,5258.25,1273.25,555.0,286.0,867.0,335.0,24.0,5.0,425.0,318.0,1007.0,335.0,25.0,9.0,4642.25,1290.75
